	artist	song
307730	Jerry Wallace	Shutters And Boards
307736	Marcie Blane	Bobby's Girl
307740	The 4 Seasons	Big Girls Don't Cry
307742	Les Cooper and the Soul Rockers	Wiggle Wobble
307748	Elvis Presley With The Jordanaires	Return To Sender
307750	Frank Ifield	Lovesick Blues
307752	Chris Montez	Some Kinda Fun
307753	Ray Charles	You Are My Sunshine
307766	Bobby Vinton	Trouble Is My Middle Name
307776	Bobby Goldsboro	Molly
307789	Burl Ives	The Same Old Hurt
307794	Jerry Landis	The Lone Teen Ranger
307842	Bobby Vinton	Let's Kiss And Make Up
307845	The Cookies	Chains
307847	Herb Alpert And Tijuana Brass	The Lonely Bull (El Solo Torro)
307854	The Routers	Let's Go (pony)
307871	Lonnie Russ	My Wife Can't Cook
307874	Jimmy Clanton	Darkest Street In Town
307884	Booker T. & The MG's	Jellybread
307896	Danny & The Juniors	Oo-La-La-Limbo
307934	Dion	Love Came To Me
307936	Nat King Cole	Dear Lonely Hearts
307941	Timi Yuro	The Love Of A Boy
307942	Little Eva	Keep Your Hands Off My Baby
307944	The Orlons	Don't Hang Up
307954	Marty Robbins	Ruby Ann
307955	Duane Eddy and the Rebelettes	(Dance With The) Guitar Man
307956	The Beach Boys	Ten Little Indians
307961	Gabriel And The Angels	That's Life (That's Tough)
307964	The Excellents	Coney Island Baby
307974	Barbara Lynn	You're Gonna Need Me
307981	The Toy Dolls	Little Tin Soldier
307988	Dobie Gray	Look At Me
307992	Roosevelt Fountain And Pens Of Rhythm	Red Pepper I
308036	"Bobby ""Boris"" Pickett And The Crypt-Kickers"	Monsters' Holiday
308038	Dee Dee Sharp	Ride!
308044	Ray Charles	Your Cheating Heart
308047	Stan Getz/Charlie Byrd	Desafinado
308057	Mel Torme	Comin' Home Baby
308066	Gene Chandler	You Threw A Lucky Punch
308073	The Emotions	Echo
308083	Aretha Franklin	Trouble In Mind
308090	Peter, Paul & Mary	Big Boat
308092	Junior Parker	Someone Somewhere
308094	The Sherrys	Slop Time
308135	Johnny Crawford	Rumors
308147	Mark Valentino	The Push And Kick
308149	The Crystals	He's A Rebel
308157	Brenda Lee	All Alone Am I
308159	Gene McDaniels	Spanish Lace
308166	Brian Hyland	I May Not Live To See Tomorrow
308170	Frank Sinatra & Sammy Davis Jr.	Me And My Shadow
308174	Jimmie Rodgers	Rainbow At Midnight
308186	Jimmy Dean	Gonna Raise A Rukus Tonight
308193	Dean Martin & Sammy Davis Jr.	Sam's Song
308194	The Dells	The (Bossa Nova) Bird
308197	Ray Anthony	Let Me Entertain You
308220	The 4 Seasons	Santa Claus Is Coming To Town
308225	The Harry Simeone Chorale	The Little Drummer Boy
308237	David Seville And The Chipmunks	The Chipmunk Song (Christmas Don't Be Late)
308242	Ray Stevens	Santa Claus Is Watching You
308260	Tony Bennett	I Left My Heart In San Francisco
308263	Ben Colder	Don't Go Near The Eskimos
308274	David Seville And The Chipmunks	Rudolph The Red Nosed Reindeer
308292	The Cleftones	Lover Come Back To Me
308296	Mahalia Jackson	Silent Night, Holy Night
308333	Paul Anka	Eso Beso (That Kiss!)
308341	The Duprees	My Own True Love
308349	Bobby Rydell	The Cha-Cha-Cha
308351	Johnny Tillotson	I Can't Help It (If I'm Still In Love With You)
308360	The Majors	A Little Bit Now (A Little Bit Later)
308365	The Belmonts	Diddle-Dee-Dum (What Happens When Your Love Has Gone)
308376	John D. Loudermilk	Road Hog
308380	The Majors	She's A Troublemaker
308384	David Seville And The Chipmunks	Alvin's Harmonica
308385	The Drifters Featuring Clyde McPhatter And Bill Pinkney	White Christmas
308389	Bobby Rydell/Chubby Checker	Jingle Bell Rock
308390	James Brown And The Famous Flames	Three Hearts In A Tangle
308391	Andy Williams	Twilight Time
308395	Eddy Arnold	Does He Mean That Much To You?
308436	Neil Sedaka	Next Door To An Angel
308440	Gene Pitney	Only Love Can Break A Heart
308441	Burl Ives	Mary Ann Regrets
308445	Marvin Gaye	Stubborn Kind Of Fellow
308447	The Fleetwoods	Lovers By Night, Strangers By Day
308461	Joey Dee	I Lost My Baby
308466	George Maharis	Baby Has Gone Bye Bye
308475	Pat Thomas	Desafinado (Slightly Out Of Tune)
308487	Bobby Darin	I Found A New Baby
308489	Mr. Acker Bilk	Limelight
308497	Jerry Butler	Theme From Taras Bulba (The Wishing Star)
308529	Johnny Mathis	Gina
308531	Sam Cooke	Nothing Can Change This Love
308533	Trade Martin	That Stranger Used To Be My Girl
308534	Sammy Davis Jr.	What Kind Of Fool Am I
308535	Jimmy McGriff	I've Got A Woman (Part I)
308537	Stan Kenton	Mama Sang A Song
308538	Mike Clifford	Close To Cathy
308543	Roy Orbison	Léah
308545	Walter Brennan	Mama Sang A Song
308551	Chubby Checker	Popeye (The Hitchhiker)
308564	Freddy Cannon	If You Were A Rock And Roll Record
308579	The Dovells	The Jitterbug
308586	Brook Benton	Still Waters Run Deep
308592	Chuck Jackson	Getting Ready For The Heartbreak
308595	Lawrence Welk	Zero-Zero
308597	Pete Antell	Night Time
308644	Connie Francis	I Was Such A Fool (To Fall In Love With You)
308648	Sue Thompson	James (Hold The Ladder Steady)
308649	The Beach Boys	Surfin' Safari
308651	Richard Chamberlain	Love Me Tender
308654	The Everly Brothers	Don't Ask Me To Be Friends
308655	Carla Thomas	I'll Bring It Home To You
308656	Roy Orbison	Workin' For The Man
308659	Kris Jensen	Torture
308662	The Tams	Untie Me
308663	Bobby Bland	Stormy Monday Blues
308666	Arthur Alexander	Anna (Go To Him)
308668	Etta James	Next Door To The Blues
308676	Buddy Greco	Mr. Lonely
308684	Dean Christie	Heart Breaker
308686	Johnny Tillotson	I'm So Lonesome I Could Cry
308687	Sam Cooke	Somebody Have Mercy
308690	The New Christy Minstrels	This Land Is Your Land
308694	Ketty Lester	This Land Is Your Land
308695	Dinah Washington	You're A Sweetheart
308742	The Sherrys	Pop Pop Pop - Pie
308744	The 4 Seasons	Sherry
308746	Dickey Lee	Patches
308750	Booker T. & The MG's	Green Onions
308755	Tommy Roe	Susie Darlin'
308759	Bent Fabric and His Piano	Alley Cat
308768	Connie Francis	He Thinks I Still Care
308775	Hank Snow	I've Been Everywhere
308781	Jerry Butler	You Can Run (But You Can't Hide)
308783	Patsy Cline	Heartaches
308785	"Dave ""Baby"" Cortez"	Happy Weekend
308791	Joe Henderson	The Searching Is Over
308792	The Springfields	Dear Hearts And Gentle People
308793	"Dave ""Baby"" Cortez"	Fiesta
308794	Etta James	Fools Rush In
308796	Ann Cole	Don't Stop The Wedding
308842	Bobby Darin	If A Man Answers
308850	Andy Williams	Don't You Believe It
308854	Dee Clark	I'm Going Back To School
308855	Frank Ifield	I Remember You
308858	Nat King Cole	Ramblin' Rose
308859	Bunker Hill	Hide & Go Seek, Part I
308866	The Isley Brothers	Twistin' With Linda
308873	David Thorne	The Alley Cat Song
308877	The Everly Brothers	I'm Here To Get My Baby Out Of Jail
308889	Kay Starr	Four Walls
308891	Bill Anderson	Mama Sang A Song
308893	Dinah Washington	Cold, Cold Heart
308894	The Kingston Trio	One More Town
308897	Bobby Curtola	Aladdin
308938	Chris Montez	Let's Dance
308942	Brian Hyland	Warmed Over Kisses (Left Over Love)
308943	Jimmy Dean	Little Black Book
308950	Jimmy Clanton	Venus In Blue Jeans
308953	Bobby Darin	Baby Face
308956	Jimmie Rodgers	No One Will Ever Know
308960	Claude King	The Burning Of Atlanta
308969	Barbara Lynn	Second Fiddle Girl
308977	Tommy Boyce	I'll Remember Carol
308982	Bob And Earl	Don't Ever Leave Me
308989	Don & Juan	Magic Wand
308990	Robert Goulet	What Kind Of Fool Am I?
308992	Linda Scott	I Left My Heart In The Balcony
309045	Rex Allen	Don't Go Near The Indians
309049	Bobby Vinton	Rain Rain Go Away
309050	Peter, Paul & Mary	If I Had A Hammer (The Hammer Song)
309054	Pat Boone	Ten Lonely Guys
309055	Elvis Presley With The Jordanaires	King Of The Whole Wide World
309091	Fats Domino	Did You Ever See A Dream Walking
309097	The Radiants	Father Knows Best
309132	The Dovells	Hully Gully Baby
309143	Brook Benton	Lie To Me
309145	Joey Dee & the Starliters	What Kind Of Love Is This
309146	Mary Wells	You Beat Me To The Punch
309152	The Duprees	You Belong To Me
309155	The Shirelles	Stop The Music
309156	Tommy Roe	Sheila
309160	Earl Grant	Sweet Sixteen Bars
309165	Brenda Lee	Save All Your Lovin' For Me
309183	Anthony Newley	What Kind Of Fool Am I
309188	Ray Stevens	Further More
309196	Elvis Presley With The Jordanaires	Where Do You Come From
309236	Bobby Vee	Punish Her
309237	Rick Nelson	Teen Age Idol
309238	Carole King	It Might As Well Rain Until September
309247	The Marvelettes	Beechwood 4-5789
309256	The Belmonts	Come On Little Angel
309259	Shelley Fabares	The Things We Did Last Summer
309260	The Majors	A Wonderful Dream
309269	Martin Denny and His Orchestra	A Taste Of Honey
309286	Bo Diddley	You Can't Judge A Book By The Cover
309291	Joanie Sommers	When The Boys Get Together
309292	Jim Reeves	I'm Gonna Change Everything
309294	The Champs	Limbo Dance
309340	Little Eva	The Loco-Motion
309342	Baby Cortez	Rinky Dink
309355	Gene Pitney	If I Didn't Have A Dime (To Play The Jukebox)
309361	Del Shannon	The Swiss Maid
309362	Chuck Jackson	I Keep Forgettin'
309364	The Jive Five With Eugene Pitts	What Time Is It?
309365	Sandy Nelson	...And Then There Were Drums
309373	The Beach Boys	409
309379	Jackie Wilson	Forever And A Day
309387	Ketty Lester	You Can't Lie To A Liar
309394	James Darren	Hail To The Conquering Hero
309396	Jerry Reed And The Hully Girlies	Hully Gully Guitar
309428	The Springfields	Silver Threads And Golden Needles
309429	Elvis Presley With The Jordanaires	She's Not You
309438	Marty Robbins	Devil Woman
309439	Ray Charles	You Don't Know Me
309440	Bobby Bare	Shame On Me
309442	Gene McDaniels	Point Of No Return
309445	Billy Vaughn And His Orchestra	A Swingin' Safari
309448	Johnny Tillotson	Send Me The Pillow You Dream On
309449	Johnny Crawford	Your Nose Is Gonna Grow
309454	Claudine Clark	Party Lights
309456	Paul Petersen	Lollipops And Roses
309463	Don Gardner And Dee Dee Ford	Don't You Worry
309471	Florraine Darlin	Long As The Rose Is Red
309473	Bobby Vinton	I Love You The Way You Are
309476	The Valentinos	Lookin' For A Love
309477	The Rivingtons	Papa-Oom-Mow-Mow
309479	James Brown And The Famous Flames	Mashed Potatoes U.S.A.
309542	Jo Ann Campbell	I'm The Girl From Wolverton Mountain
309544	Freddy Cannon	What's Gonna Happen When Summer's Done
309554	Patti Page	The Boys' Night Out
309571	Joe Henderson	Big Love
309575	Bobby Bland	Yield Not To Temptation
309578	Paul Anka	Every Night (Without You)
309579	Jimmy Smith	Ol' Man River
309589	The Fiestas	Broken Heart
309591	The Miracles	Way Over There
309592	Jerry Lee Lewis	Sweet Little Sixteen
309596	Bobby Vee and The Crickets	Someday (When I'm Gone From You)
309597	Aretha Franklin	Try A Little Tenderness
309638	Etta James	Stop The Wedding
309644	Timi Yuro	What's A Matter Baby (Is It Hurting You)
309646	Bobby Darin	Things
309647	Connie Stevens	Mr. Songwriter
309661	Lawrence Welk And His Orchestra	Baby Elephant Walk
309664	Connie Francis	Vacation
309670	Bob Braun	Till Death Do Us Part
309672	Don Gardner And Dee Dee Ford	Glory Of Love
309690	Solomon Burke	I Really Don't Want To Know
309741	Bobby Vinton	Roses Are Red (My Love)
309742	Dion	Little Diane
309744	The Isley Brothers	Twist And Shout
309749	Jerry Butler	Make It Easy On Yourself
309755	Sam Cooke	Bring It On Home To Me
309757	Burl Ives	Call Me Mr. In-Between
309758	The Ventures	Lolita Ya-Ya
309764	Dick Roman	(Theme from) A Summer Place
309772	King Curtis And The Noble Knights	Beach Party
309785	The Wanderers	There Is No Greater Love
309789	Gary U.S. Bonds	Copy Cat
309791	Johnny Cash	Bonanza!
309797	The Supremes	Your Heart Belongs To Me
309827	Ray Stevens	Ahab, The Arab
309835	Brian Hyland	Sealed With A Kiss
309840	Barbara Lynn	You'll Lose A Good Thing
309854	Pat Boone	Speedy Gonzales
309855	Elvis Presley With The Jordanaires	Just Tell Her Jim Said Hello
309858	Brenda Lee	Heart In Hand
309862	The Orlons	The Wah Watusi
309863	George Maharis	Love Me As I Love You
309865	Claude King	Wolverton Mountain
309871	Al Casey Combo	Jivin' Around
309877	Billy Stewart	Reap What You Sow
309881	Dinah Washington	I Want To Be Loved
309888	The Lettermen	Silly Boy (She Doesn't Love You)
309893	Barbara George	Send For Me (If you need some Lovin)
309896	Ruth Brown	Mama (He Treats Your Daughter Mean)
309944	David Rose and His Orchestra	The Stripper
309951	Eddie Hodges	(Girls, Girls, Girls) Made To Love
309958	Richard Chamberlain	Theme From Dr. Kildare (Three Stars Will Shine Tonight)
309961	Ray Charles	I Can't Stop Loving You
309964	Duane Eddy	The Ballad Of Paladin
309967	Sam Cooke	Having A Party
309973	Glen Campbell	Too Late To Worry - Too Blue To Cry
309985	The Victor Feldman Quartet	A Taste Of Honey
309988	The Castells	Oh! What It Seemed To Be
309990	Dinah Washington	I Wouldn't Know (What To Do)
309994	Dinah Washington	For All We Know
310035	Joanie Sommers	Johnny Get Angry
310040	Chubby Checker	Dancin' Party
310042	Don Gardner And Dee Dee Ford	I Need Your Loving
310054	Sue Thompson	Have A Good Time
310082	Patsy Cline	So Wrong
310091	Paul Anka	I'm Coming Home
310092	Dave York and The Beachcombers	Beach Party
310097	Valjean on Piano	Till There Was You
310129	Nelson Riddle	Route 66 Theme
310133	Joe Dowell	Little Red Rented Rowboat
310137	Dee Dee Sharp	Gravy (For My Mashed Potatoes)
310140	Brenda Lee	It Started All Over Again
310144	Emilio Pericoli	Al Di La'
310146	Freddy Cannon	Palisades Park
310147	Little Joey And The Flips	Bongo Stomp
310150	The Champs	Limbo Rock
310154	Dickie Goodman	Ben Crazy
310156	Mr. Acker Bilk	Above The Stars
310159	Bobby Rydell	I'll Never Dance Again
310164	James Darren	Mary's Little Lamb
310166	The Highwaymen	The Bird Man
310177	Frankie Avalon	A Miracle
310178	Ray Charles	Careless Love
310181	Dr. Feelgood And The Interns	Right String But The Wrong Yo-Yo
310183	Ray Anthony	Worried Mind
310185	Ben E. King	Too Bad
310188	Cathy Carroll	Poor Little Puppet
310190	Vincent Edwards	Don't Worry 'Bout Me
310196	The Capris	Limbo
310197	Carroll Bros.	Sweet Georgia Brown
310237	The Shirelles	Welcome Home Baby
310243	The Jamies	Summertime, Summertime
310244	Johnny Tillotson	It Keeps Right On A-Hurtin'
310245	Jimmy Dean	Steel Men
310249	The Marvelettes	Playboy
310250	Shelley Fabares	Johnny Loves Me
310256	Linda Scott	Never In A Million Years
310274	Vince Edwards	Why Did You Leave Me?
310280	John D. Loudermilk	Callin' Doctor Casey
310292	Ike Clanton	Sugar Plum
310333	Joe Henderson	Snap Your Fingers
310344	Jimmy Norman	I Don't Love You No More (I Don't Care About You)
310346	Ketty Lester	But Not For Me
310350	Clyde McPhatter	Little Bitty Pretty One
310352	Jimmy Smith And The Big Band	Walk On The Wild Side (Part 1)
310355	Roy Orbison	The Crowd
310359	Bobby Curtola	Fortuneteller
310360	Toni Fisher	West Of The Wall
310361	Johnny Crawford	Cindy's Birthday
310362	Gary U.S. Bonds	Seven Day Weekend
310364	Little Jo Ann	My Daddy Is President
310365	Mr. Acker Bilk	Stranger On The Shore
310370	Dinah Washington	Where Are You
310374	Earl Grant	Swingin' Gently
310382	The Tokens	La Bomba
310389	The Lafayettes	Life's Too Short
310392	Henry Mancini And His Orchestra	"Theme From ""Hatari!"""
310395	Bruce Channel	Come On Baby
310397	Walter Brennan	Houdini
310436	Paul Anka	A Steel Guitar And A Glass Of Wine
310451	The Dovells	Bristol Twistin' Annie
310459	Dreamlovers	If I Should Lose You
310460	Floyd Cramer	Hot Pepper
310462	James Brown And The Famous Flames	Shout And Shimmy
310463	John Lee Hooker	Boom Boom
310467	Jackie Wilson	I Just Can't Help It
310472	Sandy Nelson	All Night Long
310474	April Stevens & Nino Tempo	Sweet And Lovely
310476	Jerry Reed And The Hully Girlies	Goodnight, Irene
310489	Fats Domino	Nothing New (Same Old Thing)
310493	The Impressions	Little Young Lover
310495	Bobby Lewis	I'm Tossin' And Turnin' Again
310548	Andy Williams	Stranger On The Shore
310551	Bobby Vee	Sharing You
310555	Gene Pitney	(The Man Who Shot) Liberty Valance
310561	The Everly Brothers	That's Old Fashioned (That's The Way Love Should Be)
310568	Solomon Burke	Down In The Valley
310571	Janie Grant	That Greasy Kid Stuff
310582	Solomon Burke	I'm Hanging Up My Heart For You
310585	The Playmates	Keep Your Hands In Your Pockets
310586	Bobby Gregg and His Friends	Potato Peeler
310589	Aretha Franklin	Don't Cry, Baby
310595	Fats Domino	Dance With Mr. Domino
310597	The Castle Sisters	Goodbye Dad
310641	The Volume's	I Love You
310642	Mary Wells	The One Who Really Loves You
310643	Chuck Jackson	Any Day Now (My Wild Beautiful Bird)
310644	The Miracles	I'll Try Something New
310660	Valjean on Piano	Theme From Ben Casey
310662	Mickey Shorr and The Cutups	Dr. Ben Basey
310663	Elvis Presley	Follow That Dream
310664	Connie Stevens	Why'd You Wanna Make Me Cry
310665	Nathaniel Mayer And The Fabulous Twilights	Village Of Love
310666	Paul Petersen	Keep Your Love Locked (Deep In Your Heart)
310674	Jimmy Reed	Good Lover
310676	Arthur Alexander	Where Have You Been (All My Life)
310745	Ray Charles	Born To Lose
310746	Connie Francis	Second Hand Love
310756	Teddy & The Twilights	Woman Is A Man's Best Friend
310760	Dion	Lovers Who Wander
310761	The Castells	So This Is Love
310764	Ben E. King	Don't Play That Song (You Lied)
310773	Jan & Dean	Tennessee
310784	Kenny Ball and his Jazzmen	The Green Leaves Of Summer
310786	Ike & Tina Turner	You Should'a Treated Me Right
310792	Maureen Gray	Dancin' The Strand
310793	Shep And The Limelites	What Did Daddy Do
310839	Jimmy Soul	Twistin' Matilda (and the channel)
310845	George Maharis	Teach Me Tonight
310853	The Lettermen	How Is Julie?
310856	The Blue-Belles	I Sold My Heart To The Junkman
310869	The Marketts	Balboa Blue
310870	Dee Dee Sharp	Mashed Potato Time
310871	Ernie Maresca	Shout! Shout! (Knock Yourself Out)
310879	Bert Kaempfert And His Orchestra	That Happy Feeling
310880	Bertha Tillman	Oh My Angel
310884	The Miniature Men	Baby Elephant Walk
310894	Ruth Brown	Shake A Hand
310895	Maxine Brown	My Time For Cryin'
310896	Del Shannon	Cry Myself To Sleep
310929	The Shirelles	Soldier Boy
310947	The Crystals	Uptown
310949	Peter, Paul & Mary	Lemon Tree
310950	Brenda Lee	Everybody Loves Me But You
310951	James Brown And The Famous Flames	Night Train
310957	Patsy Cline	When I Get Thru With You (You'll Love Me Too)
310958	Brook Benton	Hit Record
310968	Fats Domino	My Real Name
310976	Rene And Ray	Queen Of My Heart
310984	Dr. Feelgood And The Interns	Doctor Feel-Good
310989	Jim Reeves	Adios Amigo
310994	The Kingston Trio	Scotch And Soda
310995	Ferrante & Teicher	Lisa
310996	Ray And Bob	Air Travel
311026	Walter Brennan	Old Rivers
311029	Jay & The Americans	She Cried
311030	James Darren	Conscience
311047	Burl Ives	Funny Way Of Laughin'
311051	Dick and DeeDee	Tell Me
311053	Ronnie and The Hi-Lites	I Wish That We Were Married
311055	Perry Como	Caterina
311072	The Everly Brothers	How Can I Meet Her?
311073	Sandy Nelson	Drummin' Up A Storm
311080	Benny Spellman	Lipstick Traces (On A Cigarette)
311083	Johnny Mathis	Marianna
